Model;Run;File;Class;MethodName;Signature;Has_UC_Annotation;UC_Action;UC_References
Grok3;7;Grok3_run7.json;CollectionPoint;searchPoints;+ searchPoints (criteria : Map<String, String>) : List<CollectionPoint>;FAUX;;
Grok3;7;Grok3_run7.json;CollectionPoint;validateLocationDetails;+ validateLocationDetails () : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;CollectionPoint;viewDetails;+ viewDetails ();FAUX;;
Grok3;7;Grok3_run7.json;CollectionRequest;updateStatus;+ updateStatus (status : RequestStatus);FAUX;;
Grok3;7;Grok3_run7.json;CollectionRequest;viewDetails;+ viewDetails ();FAUX;;
Grok3;7;Grok3_run7.json;NotificationService;notifyProvider;+ notifyProvider (provider : ServiceProvider, message : String);FAUX;;
Grok3;7;Grok3_run7.json;NotificationService;notifyUser;+ notifyUser (request : ServiceRequest, message : String);FAUX;;
Grok3;7;Grok3_run7.json;NotificationService;sendDeactivationConfirmation;+ sendDeactivationConfirmation (email : String);FAUX;;
Grok3;7;Grok3_run7.json;NotificationService;sendPasswordResetConfirmation;+ sendPasswordResetConfirmation (email : String);FAUX;;
Grok3;7;Grok3_run7.json;NotificationService;sendRegistrationConfirmation;+ sendRegistrationConfirmation (email : String);FAUX;;
Grok3;7;Grok3_run7.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail (email : String, verificationLink : String);FAUX;;
Grok3;7;Grok3_run7.json;Product;displayDetails;+ displayDetails ();FAUX;;
Grok3;7;Grok3_run7.json;Product;listListings;+ listListings (user : UserProfile) : List<Product>;FAUX;;
Grok3;7;Grok3_run7.json;Product;publishListing;+ publishListing ();FAUX;;
Grok3;7;Grok3_run7.json;Product;searchProducts;+ searchProducts (filter : SearchFilter) : List<Product>;FAUX;;
Grok3;7;Grok3_run7.json;Product;updateDetails;+ updateDetails (details : Map<String, String>);FAUX;;
Grok3;7;Grok3_run7.json;Product;validateAndUpdate;+ validateAndUpdate ();FAUX;;
Grok3;7;Grok3_run7.json;Product;validateProductDetails;+ validateProductDetails (details : Map<String, String>) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;RoleManager;grantAccess;+ grantAccess (role : UserRole);FAUX;;
Grok3;7;Grok3_run7.json;RoleManager;selectNewRole;+ selectNewRole (role : UserRole);FAUX;;
Grok3;7;Grok3_run7.json;RoleManager;validateRoleTransition;+ validateRoleTransition (currentRole : UserRole, newRole : UserRole) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;SearchFilter;setCriteria;+ setCriteria (criteria : Map<String, String>);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;acceptRequest;+ acceptRequest (request : CollectionRequest);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;acceptTransportRequest;+ acceptTransportRequest (request : TransportRequest);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;addressIssues;+ addressIssues (issues : List<String>);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;approveProvider;+ approveProvider (provider : ServiceProvider);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;checkAvailability;+ checkAvailability (date : Date, time : TimeRange) : Boolean;FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;checkVehicleAvailability;+ checkVehicleAvailability (request : TransportRequest) : Boolean;FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;deactivateProvider;+ deactivateProvider (provider : ServiceProvider);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;dispatchTeam;+ dispatchTeam (request : CollectionRequest);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;listCompanies;+ listCompanies () : List<ServiceProvider>;FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;listPendingRequests;+ listPendingRequests () : List<CollectionRequest>;FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;listPendingTransportRequests;+ listPendingTransportRequests () : List<TransportRequest>;FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;performTransport;+ performTransport (request : TransportRequest);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;reviewProfiles;+ reviewProfiles () : List<ServiceProvider>;FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;saveUpdates;+ saveUpdates ();FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;scheduleRequest;+ scheduleRequest (request : ServiceRequest);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;scheduleTransport;+ scheduleTransport (request : TransportRequest, date : Date, time : TimeRange);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;updateFields;+ updateFields (data : Map<String, String>);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;updateProfile;+ updateProfile (provider : ServiceProvider, data : Map<String, String>);FAUX;;
Grok3;7;Grok3_run7.json;ServiceProvider;validateUpdates;+ validateUpdates () : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;ServiceRequest;bookService;+ bookService (provider : ServiceProvider);FAUX;;
Grok3;7;Grok3_run7.json;ServiceRequest;cancelRequest;+ cancelRequest ();FAUX;;
Grok3;7;Grok3_run7.json;ServiceRequest;createRequest;+ createRequest (requestType : RequestType, details : Map<String, String>);FAUX;;
Grok3;7;Grok3_run7.json;ServiceRequest;listRequests;+ listRequests (user : UserProfile) : List<ServiceRequest>;FAUX;;
Grok3;7;Grok3_run7.json;ServiceRequest;reviewListings;+ reviewListings () : List<ServiceRequest>;FAUX;;
Grok3;7;Grok3_run7.json;ServiceRequest;updateListings;+ updateListings (listings : List<ServiceRequest>);FAUX;;
Grok3;7;Grok3_run7.json;ServiceRequest;viewDetails;+ viewDetails ();FAUX;;
Grok3;7;Grok3_run7.json;TransportRequest;updateStatus;+ updateStatus (status : RequestStatus);FAUX;;
Grok3;7;Grok3_run7.json;TransportRequest;viewDetails;+ viewDetails ();FAUX;;
Grok3;7;Grok3_run7.json;UserAccount;activateAccount;+ activateAccount ();FAUX;;
Grok3;7;Grok3_run7.json;UserAccount;createAccount;+ createAccount (profile : UserProfile, credentials : UserCredentials) : UserAccount;FAUX;;
Grok3;7;Grok3_run7.json;UserAccount;deactivateAccount;+ deactivateAccount ();FAUX;;
Grok3;7;Grok3_run7.json;UserAccount;logout;+ logout ();FAUX;;
Grok3;7;Grok3_run7.json;UserAccount;recordLoginTimestamp;+ recordLoginTimestamp ();FAUX;;
Grok3;7;Grok3_run7.json;UserAccount;verifyEmail;+ verifyEmail (token : String) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;UserCredentials;sendPasswordResetLink;+ sendPasswordResetLink (email : String);FAUX;;
Grok3;7;Grok3_run7.json;UserCredentials;updatePassword;+ updatePassword (newPassword : String) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;UserCredentials;validateCredentials;+ validateCredentials (email : String, password : String) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;UserCredentials;validateEmailFormat;+ validateEmailFormat (email : String) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;UserCredentials;validatePasswordStrength;+ validatePasswordStrength (password : String) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;UserCredentials;validateResetLink;+ validateResetLink (token : String) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;UserProfile;recordModificationTimestamp;+ recordModificationTimestamp ();FAUX;;
Grok3;7;Grok3_run7.json;UserProfile;searchProfile;+ searchProfile (userId : UUID) : UserProfile;FAUX;;
Grok3;7;Grok3_run7.json;UserProfile;updateProfile;+ updateProfile (data : Map<String, String>);FAUX;;
Grok3;7;Grok3_run7.json;UserProfile;updateRole;+ updateRole (role : UserRole);FAUX;;
Grok3;7;Grok3_run7.json;UserProfile;validateProfileData;+ validateProfileData (data : Map<String, String>) : ValidationResult;FAUX;;
Grok3;7;Grok3_run7.json;WasteJourney;displayStatus;+ displayStatus ();FAUX;;
Grok3;7;Grok3_run7.json;WasteJourney;getJourneyByTrackingCode;+ getJourneyByTrackingCode (trackingCode : String) : WasteJourney;FAUX;;
Grok3;8;Grok3_run8.json;NotificationService;sendAccountDeactivationConfirmation;+ sendAccountDeactivationConfirmation (user : UserProfile);FAUX;;
Grok3;8;Grok3_run8.json;NotificationService;sendPasswordResetConfirmation;+ sendPasswordResetConfirmation (user : UserProfile);FAUX;;
Grok3;8;Grok3_run8.json;NotificationService;sendPasswordResetEmail;+ sendPasswordResetEmail (user : UserProfile, resetLink : String);FAUX;;
Grok3;8;Grok3_run8.json;NotificationService;sendRegistrationConfirmation;+ sendRegistrationConfirmation (user : UserProfile);FAUX;;
Grok3;8;Grok3_run8.json;NotificationService;sendRequestAcceptedNotification;+ sendRequestAcceptedNotification (request : ServiceRequest);FAUX;;
Grok3;8;Grok3_run8.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail (user : UserProfile, verificationLink : String);FAUX;;
Grok3;8;Grok3_run8.json;RoleManager <<service>>;assignRole;+ assignRole (userAccount : UserAccount, newRole : UserRole) : ValidationResult;FAUX;;
Grok3;8;Grok3_run8.json;SearchFilter;filterProducts;+ filterProducts (products : Product[]) : Product[];FAUX;;
Grok3;8;Grok3_run8.json;ServiceRequest;cancel;+ cancel (cancelledBy : UserProfile);FAUX;;
Grok3;9;Grok3_run9.json;CollectionPoint;updateDetails;+ updateDetails (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[], address : Address) : ValidationResult ' UC20: Update collection point details;FAUX;;
Grok3;9;Grok3_run9.json;NotificationService;sendAccountDeactivationEmail;+ sendAccountDeactivationEmail (user : UserProfile) ' UC15: Send account deactivation confirmation;FAUX;;
Grok3;9;Grok3_run9.json;NotificationService;sendPasswordResetConfirmation;+ sendPasswordResetConfirmation (user : UserProfile) ' UC3: Send password reset confirmation;FAUX;;
Grok3;9;Grok3_run9.json;NotificationService;sendPasswordResetEmail;+ sendPasswordResetEmail (user : UserProfile, token : String) ' UC3: Send password reset email;FAUX;;
Grok3;9;Grok3_run9.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail (user : UserProfile) ' UC1: Send email verification;FAUX;;
Grok3;9;Grok3_run9.json;Product;publish;+ publish () ' UC5: Publish the product listing;FAUX;;
Grok3;9;Grok3_run9.json;Product;updateProductDetails;+ updateProductDetails (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult ' UC13: Update product listing details;FAUX;;
Grok3;9;Grok3_run9.json;Product;validate;+ validate () : ValidationResult ' UC5: Validate product details;FAUX;;
Grok3;9;Grok3_run9.json;ServiceRequest;acceptAndScheduleRequest;+ acceptAndScheduleRequest (provider : ServiceProvider, scheduledTime : TimeRange) ' UC6, UC8: Accept and schedule the service request;FAUX;;
Grok3;9;Grok3_run9.json;ServiceRequest;cancelRequest;+ cancelRequest (cancelledBy : UserProfile) ' UC12: Cancel the service request;FAUX;;
Grok3;9;Grok3_run9.json;ServiceRequest;completeRequest;+ completeRequest () ' UC8: Complete the service request;FAUX;;
Grok3;9;Grok3_run9.json;ServiceRequest;submit;+ submit () ' UC6: Submit the service request;FAUX;;
Grok3;9;Grok3_run9.json;UserAccount;deactivateAccount;+ deactivateAccount (reason : String) ' UC15: Deactivate user account;FAUX;;
Grok3;9;Grok3_run9.json;UserAccount;recordLoginFailure;+ recordLoginFailure () ' UC2: Record failed login attempt;FAUX;;
Grok3;9;Grok3_run9.json;UserAccount;recordLoginSuccess;+ recordLoginSuccess () ' UC2: Record successful login;FAUX;;
Grok3;9;Grok3_run9.json;UserCredentials;checkPassword;+ checkPassword (password : String) : boolean ' UC2: Check if password matches;FAUX;;
Grok3;9;Grok3_run9.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken () : String ' UC3: Generate password reset token;FAUX;;
Grok3;9;Grok3_run9.json;UserCredentials;setNewPassword;+ setNewPassword (newPassword : String) ' UC3: Set new password;FAUX;;
Grok3;9;Grok3_run9.json;UserCredentials;validatePassword;+ validatePassword (password : String) : ValidationResult ' UC1: Validate password strength;FAUX;;
Grok3;9;Grok3_run9.json;UserCredentials;verifyResetToken;+ verifyResetToken (token : String) : boolean ' UC3: Verify password reset token;FAUX;;
Grok3;9;Grok3_run9.json;UserProfile;changeRole;+ changeRole (newRole : UserRole) : boolean ' UC21: Change user role;FAUX;;
Grok3;9;Grok3_run9.json;UserProfile;updateProfile;+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult ' UC4: Update user profile data;FAUX;;
Grok3;9;Grok3_run9.json;UserProfile;validate;+ validate () : ValidationResult ' UC1: Validate user profile data;FAUX;;
Grok3;9;Grok3_run9.json;UserProfile;verifyEmail;+ verifyEmail () ' UC1: Verify email address;FAUX;;
Llama4;1;Llama4_run1.json;Address;validateAddress;+ validateAddress ();VRAI;;1.0
Llama4;1;Llama4_run1.json;CollectionPoint;updateLocation;+ updateLocation ();VRAI;;19.0
Llama4;1;Llama4_run1.json;Coordinates;calculateDistance;+ calculateDistance ();VRAI;;21.0
Llama4;1;Llama4_run1.json;NotificationService;sendNotification;+ sendNotification ();FAUX;;
Llama4;1;Llama4_run1.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;1;Llama4_run1.json;Product;updateListing;+ updateListing ();VRAI;;13.0
Llama4;1;Llama4_run1.json;RoleManager;assignRole;+ assignRole ();VRAI;;20.0
Llama4;1;Llama4_run1.json;RoleManager;validateRoleTransition;+ validateRoleTransition ();VRAI;;20.0
Llama4;1;Llama4_run1.json;SearchFilter;searchProducts;+ searchProducts ();VRAI;;14.0
Llama4;1;Llama4_run1.json;ServiceProvider;handleCollectionRequest;+ handleCollectionRequest ();VRAI;;8.0
Llama4;1;Llama4_run1.json;ServiceProvider;handleTransportRequest;+ handleTransportRequest ();VRAI;;9.0
Llama4;1;Llama4_run1.json;ServiceProvider;updateProfile;+ updateProfile ();VRAI;;18.0
Llama4;1;Llama4_run1.json;ServiceRequest;cancel;+ cancel ();VRAI;;12.0
Llama4;1;Llama4_run1.json;ServiceRequest;schedule;+ schedule ();FAUX;;
Llama4;1;Llama4_run1.json;ServiceRequest;updateStatus;+ updateStatus ();FAUX;;
Llama4;1;Llama4_run1.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;1;Llama4_run1.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;1;Llama4_run1.json;UserAccount;registerUser;+ registerUser ();VRAI;;1.0
Llama4;1;Llama4_run1.json;UserCredentials;resetPassword;+ resetPassword ();VRAI;;3.0
Llama4;1;Llama4_run1.json;UserCredentials;validateCredentials;+ validateCredentials ();VRAI;;2.0
Llama4;1;Llama4_run1.json;UserProfile;updateProfile;+ updateProfile ();VRAI;;4.0
Llama4;1;Llama4_run1.json;UserProfile;verifyEmail;+ verifyEmail ();VRAI;;1.0
Llama4;1;Llama4_run1.json;ValidationResult;validate;+ validate ();FAUX;;
Llama4;1;Llama4_run1.json;WasteJourney;track;+ track ();VRAI;;10.0
Llama4;1;Llama4_run1.json;WasteJourney;updateStatus;+ updateStatus ();VRAI;;10.0
Llama4;10;Llama4_run10.json;CollectionPoint;addCollectionPoint;+ addCollectionPoint ();VRAI;;19.0
Llama4;10;Llama4_run10.json;CollectionPoint;updateCollectionPoint;+ updateCollectionPoint ();VRAI;;19.0
Llama4;10;Llama4_run10.json;CollectionRequest;scheduleCollection;+ scheduleCollection ();VRAI;;8.0
Llama4;10;Llama4_run10.json;NotificationService;sendNotification;+ sendNotification ();FAUX;;
Llama4;10;Llama4_run10.json;OpeningHours;validateOperatingHours;+ validateOperatingHours () : ValidationResult;VRAI;;19.0
Llama4;10;Llama4_run10.json;Product;editProductListing;+ editProductListing ();VRAI;;13.0
Llama4;10;Llama4_run10.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;10;Llama4_run10.json;RoleManager;assignRole;+ assignRole ();VRAI;;20.0
Llama4;10;Llama4_run10.json;RoleManager;validateRoleTransition;+ validateRoleTransition () : boolean;VRAI;;20.0
Llama4;10;Llama4_run10.json;SearchFilter;searchProducts;+ searchProducts () : List<Product>;VRAI;;14.0
Llama4;10;Llama4_run10.json;ServiceProvider;acceptRequest;+ acceptRequest ();FAUX;;
Llama4;10;Llama4_run10.json;ServiceProvider;declineRequest;+ declineRequest ();FAUX;;
Llama4;10;Llama4_run10.json;ServiceProvider;updateProfile;+ updateProfile ();VRAI;;18.0
Llama4;10;Llama4_run10.json;ServiceProvider;viewPendingRequests;+ viewPendingRequests ();FAUX;;
Llama4;10;Llama4_run10.json;ServiceRequest;cancelRequest;+ cancelRequest ();VRAI;;12.0
Llama4;10;Llama4_run10.json;ServiceRequest;submitRequest;+ submitRequest ();VRAI;;6.0
Llama4;10;Llama4_run10.json;ServiceRequest;updateStatus;+ updateStatus ();FAUX;;
Llama4;10;Llama4_run10.json;TransportRequest;scheduleTransport;+ scheduleTransport ();VRAI;;9.0
Llama4;10;Llama4_run10.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;10;Llama4_run10.json;UserAccount;lockAccount;+ lockAccount ();VRAI;;2.0
Llama4;10;Llama4_run10.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;10;Llama4_run10.json;UserAccount;logout;+ logout ();VRAI;;16.0
Llama4;10;Llama4_run10.json;UserAccount;registerUser;+ registerUser ();VRAI;;1.0
Llama4;10;Llama4_run10.json;UserAccount;resetPassword;+ resetPassword ();VRAI;;3.0
Llama4;10;Llama4_run10.json;UserAccount;updateProfile;+ updateProfile ();VRAI;;4.0
Llama4;10;Llama4_run10.json;UserAccount;verifyEmail;+ verifyEmail ();VRAI;;1.0
Llama4;10;Llama4_run10.json;UserCredentials;resetPasswordToken;+ resetPasswordToken ();VRAI;;3.0
Llama4;10;Llama4_run10.json;UserCredentials;validateCredentials;+ validateCredentials () : boolean;VRAI;;2.0
Llama4;10;Llama4_run10.json;UserProfile;updateProfileDetails;+ updateProfileDetails ();VRAI;;4.0
Llama4;10;Llama4_run10.json;WasteJourney;trackWaste;+ trackWaste ();VRAI;;10.0
Llama4;10;Llama4_run10.json;WasteJourney;updateTrackingStatus;+ updateTrackingStatus ();VRAI;;10.0
Llama4;2;Llama4_run2.json;Address;updateAddress;+ updateAddress (Address);VRAI;;4.0
Llama4;2;Llama4_run2.json;Address;validateAddress;+ validateAddress () : ValidationResult;VRAI;;1.0
Llama4;2;Llama4_run2.json;CollectionPoint;addLocation;+ addLocation ();VRAI;;19.0
Llama4;2;Llama4_run2.json;CollectionPoint;updateLocation;+ updateLocation ();VRAI;;19.0
Llama4;2;Llama4_run2.json;CollectionRequest;assignVehicle;+ assignVehicle (VehicleType);VRAI;;8.0
Llama4;2;Llama4_run2.json;Coordinates;calculateDistance;+ calculateDistance (Coordinates) : Float;VRAI;;21.0
Llama4;2;Llama4_run2.json;NotificationService;sendNotification;+ sendNotification (NotificationTemplate);FAUX;;
Llama4;2;Llama4_run2.json;NotificationTemplate;sendNotification;+ sendNotification ();FAUX;;
Llama4;2;Llama4_run2.json;OpeningHours;isOpen;+ isOpen (LocalTime) : Boolean;VRAI;;21.0
Llama4;2;Llama4_run2.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;2;Llama4_run2.json;Product;updateListing;+ updateListing ();VRAI;;13.0
Llama4;2;Llama4_run2.json;RoleManager;assignRole;+ assignRole (UserAccount, UserRole);VRAI;;20.0
Llama4;2;Llama4_run2.json;RoleManager;validateRoleTransition;+ validateRoleTransition (UserAccount, UserRole) : Boolean;VRAI;;20.0
Llama4;2;Llama4_run2.json;SearchFilter;searchProducts;+ searchProducts () : List<Product>;VRAI;;14.0
Llama4;2;Llama4_run2.json;ServiceProvider;getProfile;+ getProfile () : ServiceProvider;VRAI;;18.0
Llama4;2;Llama4_run2.json;ServiceProvider;handleCollectionRequest;+ handleCollectionRequest (CollectionRequest);VRAI;;8.0
Llama4;2;Llama4_run2.json;ServiceProvider;handleTransportRequest;+ handleTransportRequest (TransportRequest);VRAI;;9.0
Llama4;2;Llama4_run2.json;ServiceProvider;updateProfile;+ updateProfile (ServiceProvider);VRAI;;18.0
Llama4;2;Llama4_run2.json;ServiceRequest;cancel;+ cancel ();VRAI;;12.0
Llama4;2;Llama4_run2.json;ServiceRequest;schedule;+ schedule ();VRAI;;6.0
Llama4;2;Llama4_run2.json;ServiceRequest;updateStatus;+ updateStatus (RequestStatus);FAUX;;
Llama4;2;Llama4_run2.json;TimeRange;overlaps;+ overlaps (TimeRange) : Boolean;VRAI;;8.0
Llama4;2;Llama4_run2.json;TransportRequest;planRoute;+ planRoute ();VRAI;;9.0
Llama4;2;Llama4_run2.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;2;Llama4_run2.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;2;Llama4_run2.json;UserAccount;logout;+ logout ();VRAI;;16.0
Llama4;2;Llama4_run2.json;UserAccount;registerUser;+ registerUser (UserProfile, UserCredentials);VRAI;;1.0
Llama4;2;Llama4_run2.json;UserAccount;verifyEmail;+ verifyEmail ();VRAI;;1.0
Llama4;2;Llama4_run2.json;UserCredentials;resetPassword;+ resetPassword ();VRAI;;3.0
Llama4;2;Llama4_run2.json;UserCredentials;validateCredentials;+ validateCredentials () : Boolean;VRAI;;2.0
Llama4;2;Llama4_run2.json;UserProfile;getProfile;+ getProfile () : UserProfile;VRAI;;4.0
Llama4;2;Llama4_run2.json;UserProfile;updateProfile;+ updateProfile (UserProfile);VRAI;;4.0
Llama4;2;Llama4_run2.json;ValidationResult;validate;+ validate () : ValidationResult;VRAI;;1.0
Llama4;2;Llama4_run2.json;WasteJourney;track;+ track () : WasteJourney;VRAI;;10.0
Llama4;2;Llama4_run2.json;WasteJourney;updateStatus;+ updateStatus (TrackingStatus);VRAI;;10.0
Llama4;3;Llama4_run3.json;Address;validateAddress;+ validateAddress () : ValidationResult;VRAI;;1.0
Llama4;3;Llama4_run3.json;CollectionPoint;updateLocation;+ updateLocation ();VRAI;;19.0
Llama4;3;Llama4_run3.json;CollectionPoint;updateLocation;+ updateLocation ();VRAI;;19.0
Llama4;3;Llama4_run3.json;CollectionRequest;scheduleCollection;+ scheduleCollection ();VRAI;;8.0
Llama4;3;Llama4_run3.json;NotificationService;notifyUser;+ notifyUser ();FAUX;;
Llama4;3;Llama4_run3.json;NotificationService;sendPasswordResetLink;+ sendPasswordResetLink ();VRAI;;3.0
Llama4;3;Llama4_run3.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail ();VRAI;;1.0
Llama4;3;Llama4_run3.json;NotificationService;notifyUser;+ notifyUser ();FAUX;;
Llama4;3;Llama4_run3.json;NotificationService;sendPasswordResetLink;+ sendPasswordResetLink ();VRAI;;3.0
Llama4;3;Llama4_run3.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail ();VRAI;;1.0
Llama4;3;Llama4_run3.json;Product;editProductListing;+ editProductListing ();VRAI;;13.0
Llama4;3;Llama4_run3.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;3;Llama4_run3.json;Product;editProductListing;+ editProductListing ();VRAI;;13.0
Llama4;3;Llama4_run3.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;3;Llama4_run3.json;RoleManager;assignRole;+ assignRole ();VRAI;;20.0
Llama4;3;Llama4_run3.json;RoleManager;validateRoleTransition;+ validateRoleTransition () : ValidationResult;VRAI;;20.0
Llama4;3;Llama4_run3.json;SearchFilter;searchProducts;+ searchProducts () : List<Product>;VRAI;;14.0
Llama4;3;Llama4_run3.json;ServiceProvider;manageCollectionRequest;+ manageCollectionRequest (request : CollectionRequest);VRAI;;8.0
Llama4;3;Llama4_run3.json;ServiceProvider;manageTransportRequest;+ manageTransportRequest (request : TransportRequest);VRAI;;9.0
Llama4;3;Llama4_run3.json;ServiceProvider;updateProfile;+ updateProfile (details : String);VRAI;;18.0
Llama4;3;Llama4_run3.json;ServiceProvider;manageCollectionRequest;+ manageCollectionRequest (request : CollectionRequest);VRAI;;8.0
Llama4;3;Llama4_run3.json;ServiceProvider;manageTransportRequest;+ manageTransportRequest (request : TransportRequest);VRAI;;9.0
Llama4;3;Llama4_run3.json;ServiceProvider;updateProfile;+ updateProfile (details : String);VRAI;;18.0
Llama4;3;Llama4_run3.json;ServiceRequest;cancelRequest;+ cancelRequest ();VRAI;;12.0
Llama4;3;Llama4_run3.json;TransportRequest;scheduleTransport;+ scheduleTransport ();VRAI;;9.0
Llama4;3;Llama4_run3.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;3;Llama4_run3.json;UserAccount;logout;+ logout ();VRAI;;16.0
Llama4;3;Llama4_run3.json;UserAccount;recoverPassword;+ recoverPassword ();VRAI;;3.0
Llama4;3;Llama4_run3.json;UserAccount;registerUser;+ registerUser ();VRAI;;1.0
Llama4;3;Llama4_run3.json;UserAccount;verifyEmail;+ verifyEmail ();VRAI;;1.0
Llama4;3;Llama4_run3.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;3;Llama4_run3.json;UserAccount;logout;+ logout ();VRAI;;16.0
Llama4;3;Llama4_run3.json;UserAccount;recoverPassword;+ recoverPassword ();VRAI;;3.0
Llama4;3;Llama4_run3.json;UserAccount;registerUser;+ registerUser ();VRAI;;1.0
Llama4;3;Llama4_run3.json;UserAccount;verifyEmail;+ verifyEmail ();VRAI;;1.0
Llama4;3;Llama4_run3.json;UserProfile;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;3;Llama4_run3.json;UserProfile;updateProfile;+ updateProfile (details : String);VRAI;;4.0
Llama4;3;Llama4_run3.json;UserProfile;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;3;Llama4_run3.json;UserProfile;updateProfile;+ updateProfile (details : String);VRAI;;4.0
Llama4;3;Llama4_run3.json;WasteJourney;updateTrackingStatus;+ updateTrackingStatus ();VRAI;;10.0
Llama4;4;Llama4_run4.json;Address;updateValidationStatus;+ updateValidationStatus (status : VerificationStatus);VRAI;;4.0
Llama4;4;Llama4_run4.json;CollectionPoint;updateDetails;+ updateDetails ();VRAI;;19.0
Llama4;4;Llama4_run4.json;NotificationService;sendNotification;+ sendNotification ();FAUX;;
Llama4;4;Llama4_run4.json;Product;list;+ list ();VRAI;;5.0
Llama4;4;Llama4_run4.json;Product;updateListing;+ updateListing ();VRAI;;13.0
Llama4;4;Llama4_run4.json;RoleManager;assignRole;+ assignRole ();VRAI;;20.0
Llama4;4;Llama4_run4.json;RoleManager;validateRoleTransition;+ validateRoleTransition ();VRAI;;20.0
Llama4;4;Llama4_run4.json;SearchFilter;search;+ search ();VRAI;;14.0
Llama4;4;Llama4_run4.json;ServiceProvider;updateProfile;+ updateProfile ();VRAI;;18.0
Llama4;4;Llama4_run4.json;ServiceRequest;cancel;+ cancel ();VRAI;;12.0
Llama4;4;Llama4_run4.json;ServiceRequest;schedule;+ schedule ();FAUX;;
Llama4;4;Llama4_run4.json;ServiceRequest;updateStatus;+ updateStatus ();FAUX;;
Llama4;4;Llama4_run4.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;4;Llama4_run4.json;UserAccount;lockAccount;+ lockAccount ();VRAI;;2.0
Llama4;4;Llama4_run4.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;4;Llama4_run4.json;UserAccount;register;+ register ();VRAI;;1.0
Llama4;4;Llama4_run4.json;UserAccount;unlockAccount;+ unlockAccount ();VRAI;;2.0
Llama4;4;Llama4_run4.json;UserCredentials;resetPassword;+ resetPassword ();VRAI;;3.0
Llama4;4;Llama4_run4.json;UserCredentials;validateCredentials;+ validateCredentials ();VRAI;;2.0
Llama4;4;Llama4_run4.json;UserProfile;updateProfile;+ updateProfile ();VRAI;;4.0
Llama4;4;Llama4_run4.json;UserProfile;verifyEmail;+ verifyEmail ();VRAI;;1.0
